Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Average_close,Moving_Average,RSI alpha=0.08,Type_Price_0,Type_Price_t,TradingRange_0,TradingRange_t,SMA_10_type_prise,SMA_10_trading_rang,Up_Line_Keltner,Down_Line_Keltner,Median,Signal_by_High_Low_3.0%,Signal_by_Close_3.0%
2024-07-25 00:00:00-04:00,427.1734408135737,428.1696475602488,415.9262885329197,416.8128967285156,29943800,0.0,0.0,416.8128967285156,,,420.30294427389475,420.30294427389475,12.243359027329063,12.243359027329063,,,,,422.0479680465843,,
2024-07-26 00:00:00-04:00,416.61367127993725,427.29300876037615,415.6871759053529,423.6568298339844,23583800,0.0,0.0,416.8128967285156,,100.0,422.2123381665711,420.30294427389475,11.605832855023266,12.243359027329063,,,,,421.4900923328645,,
2024-07-29 00:00:00-04:00,429.942906663257,430.51075182155637,423.0890295874203,425.111328125,15125800,0.0,0.0,416.8128967285156,,100.0,426.2370365113256,420.30294427389475,7.421722234136041,12.243359027329063,,,,,426.79989070448835,,
2024-07-30 00:00:00-04:00,426.09757640796397,427.4225180835465,415.77685808571965,421.3157958984375,32687600,0.0,0.0,416.8128967285156,,95.10522221611068,421.5050573559012,420.30294427389475,11.64565999782684,12.243359027329063,,,,,421.59968808463304,,
2024-07-31 00:00:00-04:00,418.9049304325428,420.1800738322933,410.6463681191167,416.7630920410156,42891400,0.0,0.0,421.0634053548177,420.73198852539065,89.39991571739738,415.86317799747525,421.201757288234,9.53370571317663,9.533695981713171,,,,,415.41322097570503,,
2024-08-01 00:00:00-04:00,419.193834836454,425.8385166435875,411.52303092047094,415.52777099609375,30296400,0.0,0.0,421.0634053548177,420.47496337890624,87.84567735904105,417.6297728533841,421.201757288234,14.31548572311658,9.533695981713171,,,,,418.68077378202923,,
2024-08-02 00:00:00-04:00,410.92534858943577,413.42583747964204,402.80626894580195,406.9405212402344,29437900,0.0,0.0,421.0634053548177,417.13170166015624,77.64600842836535,407.7242092218928,421.201757288234,10.619568533840095,9.533695981713171,,,,,408.116053212722,,
2024-08-05 00:00:00-04:00,387.6937956010728,399.51876489974967,384.1173866027343,393.6510925292969,40709200,0.0,0.0,421.0634053548177,410.83965454101565,64.95875140464162,392.42908134392695,421.201757288234,15.401378297015356,9.533695981713171,,,,,391.81807575124196,,
2024-08-06 00:00:00-04:00,398.48271248363807,404.1312183098937,396.9884023118245,398.09417724609375,24946500,0.0,0.0,395.8726348876953,406.19533081054686,66.922866461118,399.737932622604,396.08350698326547,7.1428159980692385,11.272097147542297,,,,,400.5598103108591,,
2024-08-07 00:00:00-04:00,407.0899327393077,408.5244424608336,395.9622901884292,396.91864013671875,20650900,0.0,0.0,395.8726348876953,402.2264404296875,65.86121728356402,400.4684575953272,396.08350698326547,12.562152272404376,11.272097147542297,,,,,402.24336632463144,,
2024-08-08 00:00:00-04:00,400.9134544113508,404.32046453514727,398.42293748970286,401.1625061035156,20203000,0.0,0.0,395.8726348876953,399.3533874511719,67.8618391078437,401.3019693761219,396.08350698326547,5.897527045444406,11.272097147542297,,,,,401.3717010124251,,
2024-08-09 00:00:00-04:00,402.4974166714437,406.5021569084041,400.73414164807366,404.4798583984375,19276700,0.0,0.0,400.8536682128906,398.8612548828125,69.38616162196645,403.9053856516384,401.89193754102917,5.768015260330458,8.075898192726413,399.5685653179237,9.354377774652766,408.9229430925765,390.2141875432709,403.6181492782389,,
2024-08-12 00:00:00-04:00,405.5159279147697,407.2094915951495,402.7066175092627,405.2668762207031,16762900,0.0,0.0,405.2668762207031,401.1844116210938,69.75607424505826,405.06099510837174,405.06099510837174,4.502874085886788,4.502874085886788,399.5685653179237,9.354377774652766,408.9229430925765,390.2141875432709,404.9580545522061,,
2024-08-13 00:00:00-04:00,408.03632788850376,413.3760119926634,408.01641469772835,412.4395751953125,19414300,0.0,0.0,405.2668762207031,404.0534912109375,72.98924272987529,411.27733396190143,405.06099510837174,5.3595972949350426,4.502874085886788,399.5685653179237,9.354377774652766,408.9229430925765,390.2141875432709,410.6962133451959,,
2024-08-14 00:00:00-04:00,413.22656400495976,416.13550120626286,410.88550237176327,415.27874755859375,18267000,0.0,0.0,405.2668762207031,407.7255126953125,74.1769751569239,414.09991704553994,405.06099510837174,5.249998834499593,4.502874085886788,399.5685653179237,9.354377774652766,408.9229430925765,390.2141875432709,413.51050178901306,,
2024-08-15 00:00:00-04:00,418.9613804533999,420.2687611144248,416.82567123071317,420.1889343261719,20752100,0.75,0.0,415.9690856933594,411.5307983398437,76.14855753488827,419.09445555710334,414.8239021881816,3.44308988371165,4.6842286710487615,412.38317541822914,4.638890024758268,417.0220654429874,407.7442853934709,418.547216172569,,
2024-08-16 00:00:00-04:00,419.7597830235576,420.4982949962473,416.46635708464305,417.634033203125,22775600,0.0,0.0,415.9690856933594,414.16163330078126,72.99647234990584,418.19956176133843,414.8239021881816,4.0319379116042455,4.6842286710487615,412.38317541822914,4.638890024758268,417.0220654429874,407.7442853934709,418.4823260404452,,
2024-08-19 00:00:00-04:00,418.12305390999944,420.90748898024606,415.6280480476388,420.68792724609375,15234000,0.0,0.0,415.9690856933594,417.2458435058594,74.37462864381429,419.0744880913262,414.8239021881816,5.279440932607258,4.6842286710487615,412.38317541822914,4.638890024758268,417.0220654429874,407.7442853934709,418.2677685139424,,
2024-08-20 00:00:00-04:00,420.85760258271205,425.0092655510223,420.7977248783259,423.9513854980469,16387600,0.0,0.0,415.9690856933594,419.54820556640624,75.80870837050632,423.25279197579835,414.8239021881816,4.211540672696401,4.6842286710487615,412.38317541822914,4.638890024758268,417.0220654429874,407.7442853934709,422.9034952146741,,
2024-08-21 00:00:00-04:00,423.2328164492432,425.5481891739701,420.87754555991404,423.292724609375,16067300,0.0,0.0,422.6440124511719,421.1510009765625,74.88927817979626,423.23948644775305,421.85558883829253,4.670643614056075,4.7205417397865785,420.941582069054,4.548390782740995,425.48997285179496,416.393191286313,423.2128673669421,,
2024-08-22 00:00:00-04:00,423.51227773093285,425.93744667495105,413.78175447140427,414.7198791503906,19361900,0.0,0.0,422.6440124511719,420.05718994140625,63.92142985444814,418.1463600989153,421.85558883829253,12.155692203546778,4.7205417397865785,420.941582069054,4.548390782740995,425.48997285179496,416.393191286313,419.85960057317766,,
2024-08-23 00:00:00-04:00,416.14702033916933,418.4224644213377,411.2667743519609,415.9573974609375,18493800,0.0,0.0,422.6440124511719,419.72186279296875,64.73187381205877,415.21554541141205,421.85558883829253,7.15569006937676,4.7205417397865785,420.941582069054,4.548390782740995,425.48997285179496,416.393191286313,414.8446193866493,,
2024-08-26 00:00:00-04:00,415.53822251165116,416.4464082807184,410.51827204332665,412.6639709472656,13152800,0.0,0.0,422.6440124511719,418.1170715332031,60.78222243660944,413.2095504237702,421.85558883829253,5.9281362373917545,4.7205417397865785,420.941582069054,4.548390782740995,425.48997285179496,416.393191286313,413.4823401620225,,
2024-08-27 00:00:00-04:00,412.03522191159976,413.53222538686055,409.4304504838206,413.0132751464844,13492900,0.0,0.0,412.838623046875,415.9294494628906,61.05615735057942,411.99198367238847,412.6007670480793,4.101774903039939,5.014955570215847,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,411.48133793534055,,
2024-08-28 00:00:00-04:00,414.05123414353307,414.1709895566114,406.49634878347894,409.77978515625,14882700,0.0,0.0,412.838623046875,413.22686157226565,57.046792945728285,410.14904116544676,412.6007670480793,7.674640773132467,5.014955570215847,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,410.33366917004514,,
2024-08-29 00:00:00-04:00,414.11111041255606,421.2068927223571,409.77978373376925,412.29473876953125,17045200,0.0,0.0,412.838623046875,412.74183349609376,59.30595583570538,414.42713840855254,412.6007670480793,11.427108988587861,5.014955570215847,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,415.4933382280632,,
2024-08-30 00:00:00-04:00,414.76976956217663,416.655978106258,411.3067002995332,416.30670166015625,24308300,0.0,0.0,412.7937418619792,412.8116943359375,62.70704378123624,414.7564600219825,413.11087986532726,5.3492778067247855,8.150342522815038,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,413.9813392028956,,
2024-09-03 00:00:00-04:00,417.07515113927735,419.04121691819955,406.2168810784247,408.6220703125,20313600,0.0,0.0,412.7937418619792,412.00331420898436,53.412861995450925,411.29338943637475,413.11087986532726,12.824335839774847,8.150342522815038,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,412.6290489983121,,
2024-09-04 00:00:00-04:00,405.09914307922884,410.41848227651053,403.5622109113736,408.0831604003906,15135800,0.0,0.0,412.7937418619792,411.0172912597656,52.816147128283205,407.35461786275823,413.11087986532726,6.856271365136934,8.150342522815038,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,406.99034659394204,,
2024-09-05 00:00:00-04:00,406.80570694219614,412.2747707026805,405.31869320908027,407.5741882324219,14195500,0.0,0.0,408.0931396484375,410.576171875,52.21728706853472,408.38921738139425,409.0124082268424,6.956077493600219,8.878894899504,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,408.7967319558804,,
2024-09-06 00:00:00-04:00,408.2428350994982,409.82965516660903,399.9993260182044,400.8975524902344,19609500,0.0,0.0,408.0931396484375,408.29673461914064,44.95011762877033,403.575511225016,409.0124082268424,9.830329148404644,8.878894899504,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,404.9144905924067,,
2024-09-09 00:00:00-04:00,406.42646799117773,407.83365496197575,401.34663967543116,404.9095153808594,15295100,0.0,0.0,408.0931396484375,406.0172973632813,49.53717273591893,404.6966033394221,409.0124082268424,6.48701528654459,8.878894899504,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,404.59014731870343,,
2024-09-10 00:00:00-04:00,407.3845749597779,415.4983085515719,406.8855737804821,413.3725891113281,19594300,0.0,0.0,408.0931396484375,406.9674011230469,57.63186432006149,411.91882381446067,409.0124082268424,8.612734771089777,8.878894899504,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,411.191941166027,,
2024-09-11 00:00:00-04:00,414.66996964762023,423.14299971452004,408.7617824312734,422.1949157714844,19266900,0.0,0.0,413.4923400878906,409.7897521972656,64.14824350538973,418.0332326390926,411.54955326432514,14.381217283246656,9.826989113627008,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,415.9523910728967,,
2024-09-12 00:00:00-04:00,422.4643720681856,426.5162591700305,418.91148614101724,426.1470031738281,17418800,0.0,0.0,413.4923400878906,413.5043151855469,66.64610915601875,423.85824949495856,411.54955326432514,7.604773029013245,9.826989113627008,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,422.71387265552386,,
2024-09-13 00:00:00-04:00,424.97932695262114,430.9673410477323,424.61007095648097,429.7298278808594,15874600,0.0,0.0,413.4923400878906,419.27077026367186,68.78889595281332,428.43574662835755,411.54955326432514,6.357270091251337,9.826989113627008,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,427.78870600210666,,
2024-09-16 00:00:00-04:00,429.7398205223156,432.663960115382,427.36457004232324,430.47833251953125,13834700,0.0,0.0,413.4923400878906,424.38453369140626,69.2376751536677,430.1689542257455,411.54955326432514,5.29939007305876,9.826989113627008,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,430.01426507885265,,
2024-09-17 00:00:00-04:00,439.35060036636963,440.96735935499987,431.40647946288897,434.2807312011719,18874200,0.0,0.0,432.37953186035156,428.566162109375,71.50042865022161,435.55152333968687,432.8602387827162,9.560879892110904,7.430134982584832,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,436.1869194089444,,
2024-09-18 00:00:00-04:00,434.13103425412396,435.1589754847829,429.5502069957536,429.94940185546875,18898000,0.0,0.0,432.37953186035156,430.1170593261719,65.53216076025305,431.5528614453351,432.8602387827162,5.6087684890292735,7.430134982584832,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,432.3545912402683,,
2024-09-19 00:00:00-04:00,440.3485942013553,440.61804387535744,436.0272269078699,437.81365966796875,21706600,0.0,0.0,432.37953186035156,432.450390625,70.40716447221924,438.15297681706534,432.8602387827162,4.590816967487569,7.430134982584832,414.6408599016215,7.335323353338808,421.97618325496035,407.3055365482827,438.32263539161363,,
2024-09-20 00:00:00-04:00,436.34659898883444,438.3625528190564,433.35259186813613,434.4004821777344,55167100,0.0,0.0,434.0545145670573,433.384521484375,66.00324391843459,435.37187562164235,435.0259046280143,5.009960950920288,5.069848802479044,434.15963828989504,6.013963274521359,440.1736015644164,428.1456750153737,435.8575723435963,,
2024-09-23 00:00:00-04:00,433.41246330331813,435.5881011366269,429.53024996375467,432.6440124511719,15128900,0.0,0.0,432.6440124511719,433.8176574707031,63.77200209459748,432.5874545171844,432.5874545171844,6.057851172872233,6.057851172872233,434.15963828989504,6.013963274521359,440.1736015644164,428.1456750153737,432.5591755501908,,
2024-09-24 00:00:00-04:00,432.1350187153662,432.48432563013114,425.24880857311865,428.31268310546875,17015800,0.0,0.0,432.6440124511719,432.6240478515625,58.47372314189566,428.6819391029062,432.5874545171844,7.235517057012487,6.057851172872233,434.15963828989504,6.013963274521359,440.1736015644164,428.1456750153737,428.8665671016249,,
2024-09-25 00:00:00-04:00,428.9713514363913,432.25478780854195,427.7138891426906,431.2467956542969,13396400,0.0,0.0,432.6440124511719,432.88352661132814,60.86763729390352,430.40515753517644,432.5874545171844,4.54089866585133,6.057851172872233,434.15963828989504,6.013963274521359,440.1736015644164,428.1456750153737,429.98433847561625,,
2024-09-26 00:00:00-04:00,434.2208424719693,434.4304144393862,428.27275694361356,430.4483947753906,14492000,0.0,0.0,430.00262451171875,431.4104736328125,59.84720115219353,431.0505220527968,430.0458728969598,6.157657495772639,5.978024406212152,430.68126830201595,5.997981097877172,436.67924939989314,424.68328720413876,431.35158569149985,,
2024-09-27 00:00:00-04:00,430.6579556744764,430.98731349999593,426.6160584093853,427.1649475097656,14896100,0.0,0.0,430.00262451171875,429.96336669921874,55.67486069571047,428.25610647304893,430.0458728969598,4.371255090610646,5.978024406212152,430.68126830201595,5.997981097877172,436.67924939989314,424.68328720413876,428.8016859546906,,
2024-09-30 00:00:00-04:00,427.3545779124989,429.5601850355194,424.5202548923187,429.4403991699219,16807300,0.0,0.0,430.00262451171875,429.32264404296876,57.88646454526187,427.84027969925336,430.0458728969598,5.039930143200706,5.978024406212152,430.68126830201595,5.997981097877172,436.67924939989314,424.68328720413876,427.04021996391907,,
2024-10-01 00:00:00-04:00,427.59411732607174,427.6240561781871,417.9733600914629,419.849609375,19092900,0.0,0.0,430.00262451171875,427.630029296875,47.11619908697006,421.81567521488336,430.0458728969598,9.650696086724224,5.978024406212152,430.68126830201595,5.997981097877172,436.67924939989314,424.68328720413876,422.798708134825,,
2024-10-02 00:00:00-04:00,421.735816910149,421.9753581830839,415.87754802693416,416.2967224121094,16582300,0.0,0.0,421.86224365234375,424.6400146484375,43.83234903287699,418.0498762073758,422.56861037383754,6.097810156149762,6.929478795358231,423.9904843986404,6.289922869171335,430.2804072678117,417.70056152946904,418.92645310500905,,
2024-10-03 00:00:00-04:00,416.79573518966424,418.7118826868124,413.46241092439135,415.7079162597656,13686400,0.0,0.0,421.86224365234375,421.6919189453125,43.28885807727244,415.96073662365643,422.56861037383754,5.249471762421024,6.929478795358231,423.9904843986404,6.289922869171335,430.2804072678117,417.70056152946904,416.08714680560183,,
2024-10-04 00:00:00-04:00,417.4044891108862,418.91148239103603,414.141032422096,415.2288513183594,19169700,0.0,0.0,421.86224365234375,419.30469970703126,42.81931920040284,416.0937887104971,422.56861037383754,4.770449968940056,6.929478795358231,423.9904843986404,6.289922869171335,430.2804072678117,417.70056152946904,416.526257406566,,
2024-10-07 00:00:00-04:00,415.16898000097916,416.27674799671047,408.1829635105781,408.7218933105469,20919800,0.0,0.0,421.86224365234375,415.16099853515624,36.908852707006396,411.0605349392785,422.56861037383754,8.093784486132392,6.929478795358231,423.9904843986404,6.289922869171335,430.2804072678117,417.70056152946904,412.2298557536443,,
2024-10-08 00:00:00-04:00,410.0791746223265,414.8296757293512,407.3546475987459,413.8815612792969,19229300,0.0,0.0,411.3017272949219,413.96738891601564,43.61677245163691,412.02196153579797,411.54124823753824,7.475028130605324,7.784406308368858,413.7842554523075,6.397183587024699,420.1814390393322,407.3870718652828,411.09216166404855,,
2024-10-09 00:00:00-04:00,415.0292278034618,419.5402177563071,413.47234662969106,416.62603759765625,14974300,0.0,0.0,411.3017272949219,414.033251953125,46.88198300663129,416.5462006612181,411.54124823753824,6.067871126616012,7.784406308368858,413.7842554523075,6.397183587024699,420.1814390393322,407.3870718652828,416.50628219299904,,
2024-10-10 00:00:00-04:00,414.4005410260384,416.5163012078428,412.3246790108455,415.0093078613281,13848400,0.0,0.0,411.3017272949219,413.8935302734375,45.20571032180113,414.61676269333884,411.54124823753824,4.191622196997287,7.784406308368858,413.7842554523075,6.397183587024699,420.1814390393322,407.3870718652828,414.42049010934414,,
2024-10-11 00:00:00-04:00,415.30870917320357,416.2967217455578,412.42446778596707,415.48834228515625,14144900,0.0,0.0,415.70789591471356,413.9454284667969,45.829506850926194,414.7365106055604,415.29982465337247,3.8722539595907506,4.710582427734683,413.7842554523075,6.397183587024699,420.1814390393322,407.3870718652828,414.36059476576247,,
2024-10-14 00:00:00-04:00,416.93544552364324,423.1929399714268,416.6859449273295,418.302734375,16653100,0.0,0.0,418.302734375,415.8615966796875,49.50082472698236,419.3938730912521,419.3938730912521,6.506995044097323,6.506995044097323,416.32333676284236,5.159685581825343,421.4830223446677,411.16365118101703,419.93944244937813,,
2024-10-15 00:00:00-04:00,421.33663401346166,421.6360529989684,414.4304746563672,417.90350341796875,18900200,0.0,0.0,418.302734375,416.6659851074219,48.988897012184935,417.99001035776814,419.3938730912521,7.2055783426012,6.506995044097323,416.32333676284236,5.159685581825343,421.4830223446677,411.16365118101703,418.03326382766784,,
2024-10-16 00:00:00-04:00,414.34064286226896,415.5282376209468,409.66000947414466,415.2887268066406,15508900,0.0,0.0,418.302734375,416.3985229492188,45.629477376313666,413.49232463391064,419.3938730912521,5.868228146802153,6.506995044097323,416.32333676284236,5.159685581825343,421.4830223446677,411.16365118101703,412.59412354754573,,
2024-10-17 00:00:00-04:00,421.5162601711392,421.65599512005826,414.7597951900465,415.8875427246094,14820000,0.0,0.0,416.35992431640625,416.574169921875,46.54201359070802,417.4344443449047,416.30559311219446,6.8961999300117895,6.656668806471714,416.32333676284236,5.159685581825343,421.4830223446677,411.16365118101703,418.20789515505237,,
