Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Average_close,Moving_Average,RSI alpha=0.08,Median,Signal_by_High_Low_3.0%,Signal_by_Close_3.0%
2024-01-02 00:00:00-05:00,186.23761848029775,187.52133810124718,182.9935167810597,184.7349853515625,82488700,0.0,0.0,,,,185.25742744115342,,
2024-01-03 00:00:00-05:00,183.32190833232914,184.97381929292,182.53575116647167,183.3517608642578,58414500,0.0,0.0,184.04337310791016,,0.0,183.75478522969584,,
2024-01-04 00:00:00-05:00,181.26198308479132,182.19740286158623,179.99818547387906,181.02316284179688,71983600,0.0,0.0,184.04337310791016,,0.0,181.09779416773264,,
2024-01-05 00:00:00-05:00,181.10278633743064,181.86902157901608,179.29165172771755,180.29672241210938,62303300,0.0,0.0,180.65994262695312,,0.0,180.58033665336683,,
2024-01-08 00:00:00-05:00,181.20228054123743,184.6951784875532,180.6151605231867,184.65536499023438,59144500,0.0,0.0,180.65994262695312,182.8123992919922,21.301523656178727,182.65516950536994,,
2024-01-09 00:00:00-05:00,183.02335798455337,184.24735728099782,181.83915700040632,184.23741149902344,42841800,0.0,0.0,184.4463882446289,182.71288452148437,20.838851544496894,183.04325714070205,,
2024-01-10 00:00:00-05:00,183.45127673118873,185.49127057687537,183.02336513916433,185.2823028564453,46792900,0.0,0.0,184.4463882446289,183.09899291992187,25.250743644466965,184.25731785801986,,
2024-01-11 00:00:00-05:00,185.63057672110963,186.13810009590225,182.7248140769861,184.68521118164062,49128400,0.0,0.0,184.98375701904297,183.83140258789064,24.40587492869225,184.43145708644417,,
2024-01-12 00:00:00-05:00,185.1529124416028,185.82960518169298,184.2871587499394,185.0135955810547,40444700,0.0,0.0,184.98375701904297,184.7747772216797,25.888242287975142,185.05838196581618,,
2024-01-16 00:00:00-05:00,181.27193705900044,183.361690026594,180.04792262326768,182.73477172851562,65603000,0.0,0.0,184.98375701904297,184.39065856933593,22.552430331808825,181.70480632493084,,
2024-01-17 00:00:00-05:00,180.38628371133655,182.03817940296344,179.42101140332082,181.78939819335938,47317400,0.0,0.0,182.2620849609375,183.90105590820312,21.314007453975258,180.72959540314213,,
2024-01-18 00:00:00-05:00,185.182762792007,188.21789634439324,184.92403582100312,187.71038818359375,78005800,0.0,0.0,182.2620849609375,184.3866729736328,42.7252502330059,186.5709660826982,,
2024-01-19 00:00:00-05:00,188.4069897270921,191.01421197583775,187.89948151982946,190.62611389160156,68741000,0.0,0.0,189.16825103759766,185.574853515625,50.00674255106321,189.4568467478336,,
2024-01-22 00:00:00-05:00,191.36250312836654,194.37773007418247,191.3226896328841,192.9447479248047,60133900,0.0,0.0,189.16825103759766,187.161083984375,54.95653203009194,192.85020985353327,,
2024-01-23 00:00:00-05:00,194.06924615918857,194.79568302432682,192.8850451968675,194.22845458984375,42355600,0.0,0.0,193.58660125732422,189.45982055664064,57.48943158366505,193.84036411059716,,
2024-01-24 00:00:00-05:00,194.4672860626603,195.42261254918643,193.39254945946814,193.55177307128906,53631300,0.0,0.0,193.58660125732422,191.81229553222656,55.694975411231574,194.40758100432728,,
2024-01-25 00:00:00-05:00,194.26827279243787,195.31315691300077,192.1685587692801,193.223388671875,54822100,0.0,0.0,193.38758087158203,192.9148956298828,54.79282508962815,193.74085784114044,,
2024-01-26 00:00:00-05:00,193.32290534776368,193.8105067973861,191.00426266727368,191.48191833496094,44594000,0.0,0.0,193.38758087158203,193.0860565185547,50.11369564353508,192.4073847323299,,
2024-01-29 00:00:00-05:00,191.07390655519137,191.26298269587747,188.65576059016195,190.79527282714844,47145600,0.0,0.0,190.79527282714844,192.65616149902343,48.34433787244487,189.95937164301972,,
2024-01-30 00:00:00-05:00,190.00914701951908,190.86495502370778,186.55606247111587,187.12327575683594,55859400,0.0,0.0,190.79527282714844,191.23512573242186,40.11212153639867,188.71050874741184,,
2024-01-31 00:00:00-05:00,186.12815142243116,186.18787167030365,183.45127824224116,183.5010223388672,55467800,0.0,0.0,185.31214904785156,189.2249755859375,33.91908111830207,184.8195749562724,,
2024-02-01 00:00:00-05:00,183.09303209854838,186.03859323945602,182.9238626911125,185.94903564453125,64885400,0.0,0.0,185.31214904785156,187.77010498046874,40.65030296182441,184.48122796528426,,
2024-02-02 00:00:00-05:00,178.9831513103476,186.41673495449575,178.3761245608121,184.94395446777344,102518000,0.0,0.0,185.44649505615234,186.46251220703124,38.88274257896672,182.39642975765392,,
2024-02-05 00:00:00-05:00,187.23272451786957,188.32736786854025,184.9339886658605,186.7650146484375,69668800,0.0,0.0,185.44649505615234,185.65646057128907,43.70362188248292,186.63067826720038,,
2024-02-06 00:00:00-05:00,185.94902917871246,188.38708201253658,185.8594715869018,188.37713623046875,43490800,0.0,0.0,187.57107543945312,185.90723266601563,47.67513655392038,187.12327679971918,,
2024-02-07 00:00:00-05:00,189.71060210551596,190.118606941087,187.69049986083044,188.48660278320312,53439000,0.0,0.0,187.57107543945312,186.90434875488282,47.946170832525304,188.90455340095872,,
2024-02-08 00:00:00-05:00,188.46670752859183,188.61597019246477,186.4366593779137,187.4019317626953,40962000,0.0,0.0,187.94426727294922,187.19492797851564,45.41266518875791,187.52631478518924,,
2024-02-09 00:00:00-05:00,187.96985257532495,189.30503301755343,187.3222021069975,188.1691436767578,45155200,0.24,0.0,187.94426727294922,187.8399658203125,47.543721369187395,188.31361756227545,,
2024-02-12 00:00:00-05:00,187.74067569026312,187.98977434952795,186.11654756664825,186.47525024414062,41781900,0.0,0.0,186.47525024414062,187.78201293945312,43.47099264080918,187.05316095808809,,
2024-02-13 00:00:00-05:00,185.10024282819998,185.53865891732192,182.84838113476025,184.37286376953125,56529500,0.0,0.0,186.47525024414062,186.9811584472656,38.96764834287826,184.19352002604109,,
2024-02-14 00:00:00-05:00,184.6518638454696,184.8610982078661,181.78224238811126,183.48606872558594,54630500,0.0,0.0,183.9294662475586,185.98105163574218,37.20075542660031,183.32167029798867,,
2024-02-15 00:00:00-05:00,182.88824837462906,183.82486181575325,180.69618309757163,183.19712829589844,65434500,0.0,0.0,183.9294662475586,185.1400909423828,36.612810923015196,182.26052245666244,,
2024-02-16 00:00:00-05:00,182.75870865343296,184.18356093832674,181.015017979917,181.6527099609375,49701400,0.0,0.0,182.42491912841797,183.83680419921876,33.53363815930505,182.59928945912185,,
2024-02-20 00:00:00-05:00,181.13456200161647,181.7722539176,179.3510224128385,180.9053955078125,53665600,0.0,0.0,180.9053955078125,182.72283325195312,32.11315977503414,180.56163816521925,,
2024-02-21 00:00:00-05:00,181.28405435734408,182.23062628266825,180.00867035619171,181.66268920898438,41529700,0.0,0.0,180.9053955078125,182.18079833984376,35.139430979958185,181.11964831942998,,
2024-02-22 00:00:00-05:00,182.81848586019305,184.29316088677606,181.8021742653834,183.7052764892578,52292200,0.0,0.0,182.6839828491211,182.22463989257812,42.63642113415329,183.04766757607973,,
2024-02-23 00:00:00-05:00,184.3429666556088,184.37285727847149,181.57299077597804,181.86195373535156,45119700,0.0,0.0,182.6839828491211,181.95760498046874,38.29455753729779,182.97292402722476,,
2024-02-26 00:00:00-05:00,181.5829745492965,182.10108884357552,179.99869543060538,180.50686645507812,40867400,0.0,0.0,180.50686645507812,181.7284362792969,35.41294530890399,181.04989213709047,,
2024-02-27 00:00:00-05:00,180.4470750372319,183.25690001064538,178.9126187804792,181.9715576171875,54318900,0.0,0.0,180.50686645507812,181.94166870117186,40.659127568408735,181.0847593955623,,
2024-02-28 00:00:00-05:00,181.85199678307725,182.45979817680953,179.48058766314844,180.76593017578125,48953900,0.0,0.0,181.36874389648438,181.76231689453124,37.904470358230945,180.97019291997898,,
2024-02-29 00:00:00-05:00,180.61647239906964,181.91178855608587,178.88274013933005,180.0983428955078,136682600,0.0,0.0,181.36874389648438,181.04093017578126,36.41939222733912,180.39726434770796,,
2024-03-01 00:00:00-05:00,178.9026640457765,179.87912655443867,176.74048946042234,179.01226806640625,73488000,0.0,0.0,179.55530548095703,180.4709930419922,34.05965836098498,178.3098080074305,,
2024-03-04 00:00:00-05:00,175.51490641269265,176.26220237846417,173.16341449891394,174.4687042236328,81510100,0.0,0.0,179.55530548095703,179.26336059570312,26.308377749698664,174.71280843868905,,
2024-03-05 00:00:00-05:00,170.14434479927544,171.4197287337638,169.00845550750375,169.50665283203125,95132400,0.0,0.0,171.98767852783203,176.77037963867187,20.712760997100645,170.21409212063378,,
2024-03-06 00:00:00-05:00,170.44326190896186,170.6226208472031,168.0718378391885,168.51025390625,68587700,0.0,0.0,171.98767852783203,174.31924438476562,19.79386034475932,169.3472293431958,,
2024-03-07 00:00:00-05:00,168.5401544147667,170.1144598371159,167.8825454793763,168.3907012939453,71765100,0.0,0.0,168.45047760009766,171.97771606445312,19.679994484789535,168.99850265824608,,
2024-03-08 00:00:00-05:00,168.39069767067738,173.0737495355564,168.33091642363513,170.1144561767578,76114600,0.0,0.0,168.45047760009766,170.19815368652343,26.32242421031872,170.70233297959578,,
2024-03-11 00:00:00-04:00,172.31649942978052,173.75131021022753,171.42970876738985,172.12718200683594,60139500,0.0,0.0,172.12718200683594,169.72984924316407,33.32105731695527,172.5905094888087,,
2024-03-12 00:00:00-04:00,172.52572483722957,173.40255698056936,170.39344092810595,172.60543823242188,59825400,0.0,0.0,172.12718200683594,170.3496063232422,34.9177762223073,171.89799895433765,,
2024-03-13 00:00:00-04:00,172.14711771653415,172.56560166885345,170.14435462584885,170.51303100585938,52488700,0.0,0.0,171.55923461914062,170.75016174316406,31.347953064882038,171.35497814735115,,
2024-03-14 00:00:00-04:00,172.28659461404473,173.68154097803347,171.42969464651588,172.3762664794922,72913500,0.0,0.0,171.55923461914062,171.54727478027343,37.52965077957319,172.55561781227468,,
2024-03-15 00:00:00-04:00,170.55286572568298,171.9976348876953,169.67603359258842,171.9976348876953,121664700,0.0,0.0,172.18695068359375,171.92391052246094,36.797775439566614,170.83683424014185,,
2024-03-18 00:00:00-04:00,174.93702524630143,177.06930930187292,172.89441306506424,173.09368896484375,75604200,0.0,0.0,172.18695068359375,172.1172119140625,40.45169753698655,174.9818611834686,,
2024-03-19 00:00:00-04:00,173.71144297319321,175.9732631292534,172.40616838919217,175.44517517089844,55215200,0.0,0.0,174.2694320678711,172.6851593017578,47.52614486505721,174.1897157592228,,
2024-03-20 00:00:00-04:00,175.08647190626633,178.0258331298828,174.45873840154812,178.0258331298828,53423100,0.0,0.0,174.2694320678711,174.1877197265625,54.03954337787633,176.24228576571545,,
2024-03-21 00:00:00-04:00,176.41168117904223,176.8500972709565,170.22406352502733,170.7521514892578,106181300,0.0,0.0,174.3889923095703,173.86289672851564,39.151215041435464,173.53708039799193,,
2024-03-22 00:00:00-04:00,171.14074502028382,172.42610267352754,169.44687710249696,171.65887451171875,71106600,0.0,0.0,174.3889923095703,173.7951446533203,41.340999906849284,170.93648988801226,,
2024-03-25 00:00:00-04:00,169.9550500090239,171.32010587263267,168.83907761478048,170.23403930664062,54288300,0.0,0.0,170.23403930664062,173.22321472167968,38.94699175551189,170.07959174370657,,
2024-03-26 00:00:00-04:00,169.38709229314748,170.80197088667242,168.96860836017046,169.09814453125,57388400,0.0,0.0,170.23403930664062,171.95380859375,37.0860170131159,169.88528962342144,,
2024-03-27 00:00:00-04:00,169.79562681694486,172.97412838637234,169.4967053620682,172.68516540527344,60273300,0.0,0.0,170.89165496826172,170.88567504882812,45.950724537631785,171.23541687422028,,
2024-03-28 00:00:00-04:00,171.13077090878156,171.60903605513778,169.89523614327186,170.8617401123047,65672700,0.0,0.0,170.89165496826172,170.9075927734375,42.6316598536921,170.75213609920482,,
2024-04-01 00:00:00-04:00,170.5728137058907,170.6325949561908,168.86897205345468,169.4169921875,46240500,0.0,0.0,170.89165496826172,170.45921630859374,40.134980952283854,169.75078350482272,,
2024-04-02 00:00:00-04:00,168.47041766713258,168.72947481572177,167.62347609078947,168.2312774658203,49329500,0.0,0.0,168.82413482666016,170.05866394042968,38.14230059892507,168.17647545325562,,
2024-04-03 00:00:00-04:00,168.1814453345995,170.0646306043195,167.97221097339488,169.03834533691406,47691700,0.0,0.0,168.82413482666016,170.0467041015625,40.3340123243348,169.01842078885718,,
2024-04-04 00:00:00-04:00,169.67605100414067,171.30017927084614,168.21136474609375,168.21136474609375,53704400,0.0,0.0,168.6248550415039,169.15194396972657,38.802749977400374,169.75577200846993,,
2024-04-05 00:00:00-04:00,168.97855588471026,169.77567460225572,168.3408639514289,168.96859741210938,42055200,0.0,0.0,168.6248550415039,168.7733154296875,41.030921970233905,169.0582692768423,,
2024-04-08 00:00:00-04:00,168.42059262733576,168.58997789957206,167.6334475147346,167.84268188476562,37425500,0.0,0.0,167.84268188476562,168.4584533691406,38.75066097125621,168.11171270715334,,
2024-04-09 00:00:00-04:00,168.09176931793073,169.46679875844995,167.74304032326918,169.0582733154297,42451200,0.0,0.0,167.84268188476562,168.6238525390625,42.500651748285726,168.60491954085956,,
