Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Average_close,Moving_Average,RSI alpha=0.2,Type_Price_0,Type_Price_t,TradingRange_0,TradingRange_t,SMA_10_type_prise,SMA_10_trading_rang,Up_Line_Keltner,Down_Line_Keltner,Median,Signal_by_High_Low_3.0%,Signal_by_Close_3.0%
2024-01-02 00:00:00-05:00,186.23761848029775,187.52133810124718,182.9935167810597,184.7349853515625,82488700,0.0,0.0,,,,185.08328007795646,185.08328007795646,4.527821320187485,4.527821320187485,185.08328007795646,4.527821320187485,189.61110139814394,180.55545875776897,185.25742744115342,,
2024-01-03 00:00:00-05:00,183.32190833232914,184.97381929292,182.53575116647167,183.3517608642578,58414500,0.0,0.0,,,0.0,183.6204437745498,183.6204437745498,2.438068126448343,2.438068126448343,185.08328007795646,4.527821320187485,189.61110139814394,180.55545875776897,183.75478522969584,,
2024-01-04 00:00:00-05:00,181.26198308479132,182.19740286158623,179.99818547387906,181.02316284179688,71983600,0.0,0.0,183.03663635253906,,0.0,181.07291705908742,181.07291705908742,2.199217387707165,2.199217387707165,182.34668041681863,2.318642757077754,184.66532317389638,180.02803765974087,181.09779416773264,,
2024-01-05 00:00:00-05:00,181.10277101042314,181.8690061871609,179.29163655398915,180.2967071533203,62303300,0.0,0.0,183.03663635253906,,0.0,180.48578329815678,180.48578329815678,2.5773696331717417,2.5773696331717417,182.34668041681863,2.318642757077754,184.66532317389638,180.02803765974087,180.580321370575,,
2024-01-08 00:00:00-05:00,181.20228054123743,184.6951784875532,180.6151605231867,184.65536499023438,59144500,0.0,0.0,182.47603607177734,182.81239624023436,43.712558796007606,183.32190133365808,183.32190133365808,4.080017964366505,4.080017964366505,183.32190133365808,4.080017964366505,187.40191929802458,179.24188336929157,182.65516950536994,,
2024-01-09 00:00:00-05:00,183.02335798455337,184.24735728099782,181.83915700040632,184.23741149902344,42841800,0.0,0.0,182.47603607177734,182.71288146972657,41.53625861971265,183.44130859347584,183.44130859347584,2.408200280591501,2.408200280591501,183.32190133365808,4.080017964366505,187.40191929802458,179.24188336929157,183.04325714070205,,
2024-01-10 00:00:00-05:00,183.45127673118873,185.49127057687537,183.02336513916433,185.2823028564453,46792900,0.0,0.0,182.47603607177734,183.09898986816407,49.407635984118485,184.59897952416168,184.59897952416168,2.467905437711039,2.467905437711039,184.02014405881874,2.43805285915127,186.45819691797,181.58209119966747,184.25731785801986,,
2024-01-11 00:00:00-05:00,185.63057672110963,186.13810009590225,182.7248140769861,184.68521118164062,49128400,0.0,0.0,182.47603607177734,183.8313995361328,45.07292848679248,184.516041784843,184.516041784843,3.4132860189161534,3.4132860189161534,184.02014405881874,2.43805285915127,186.45819691797,181.58209119966747,184.43145708644417,,
2024-01-12 00:00:00-05:00,185.1529124416028,185.82960518169298,184.2871587499394,185.0135955810547,40444700,0.0,0.0,184.80463027954102,184.7747772216797,48.19734724377674,185.04345317089567,185.04345317089567,1.542446431753575,1.542446431753575,184.77974747786934,2.4778662253348642,187.25761370320419,182.30188125253449,185.05838196581618,,
2024-01-16 00:00:00-05:00,181.2719521956393,183.36170533773222,180.04793765769844,182.7347869873047,65603000,0.0,0.0,182.7347869873047,184.39066162109376,32.27310225920169,182.04814332757846,182.04814332757846,3.313767680033777,3.313767680033777,182.04814332757846,3.313767680033777,185.36191100761224,178.73437564754468,181.70482149771533,,
2024-01-17 00:00:00-05:00,180.3862988523529,182.03819468263436,179.42102646331548,181.78941345214844,47317400,0.0,0.0,182.7347869873047,183.90106201171875,27.552454336181846,181.0828781993661,181.0828781993661,2.61716821931887,2.61716821931887,182.04814332757846,3.313767680033777,185.36191100761224,178.73437564754468,180.72961057297493,,
2024-01-18 00:00:00-05:00,185.182762792007,188.21789634439324,184.92403582100312,187.71038818359375,78005800,0.0,0.0,182.7347869873047,184.38667907714844,66.22721157853498,186.9507734496634,186.9507734496634,3.293860523390123,3.293860523390123,184.01682582451474,2.9555143713544965,186.97234019586924,181.06131145316024,186.5709660826982,,
2024-01-19 00:00:00-05:00,188.4069897270921,191.01421197583775,187.89948151982946,190.62611389160156,68741000,0.0,0.0,182.7347869873047,185.57485961914062,74.58016583992875,189.8466024624229,189.8466024624229,3.1147304560082887,3.1147304560082887,184.01682582451474,2.9555143713544965,186.97234019586924,181.06131145316024,189.4568467478336,,
2024-01-22 00:00:00-05:00,191.36250312836654,194.37773007418247,191.3226896328841,192.9447479248047,60133900,0.0,0.0,182.7347869873047,187.1610900878906,79.59637901727086,192.88172254395707,192.88172254395707,3.0550404412983596,3.0550404412983596,192.88172254395707,3.0550404412983596,195.93676298525543,189.8266821026587,192.85020985353327,,
2024-01-23 00:00:00-05:00,194.06924615918857,194.79568302432682,192.8850451968675,194.22845458984375,42355600,0.0,0.0,182.7347869873047,189.45982360839844,82.04803171105638,193.9697276036794,193.9697276036794,1.9106378274593112,1.9106378274593112,192.88172254395707,3.0550404412983596,195.93676298525543,189.8266821026587,193.84036411059716,,
2024-01-24 00:00:00-05:00,194.4672860626603,195.42261254918643,193.39254945946814,193.55177307128906,53631300,0.0,0.0,193.57499186197916,191.81229553222656,76.028577737392,194.12231169331457,194.12231169331457,2.0300630897182828,2.0300630897182828,194.04601964849698,1.970350458588797,196.01637010708578,192.07566918990818,194.40758100432728,,
2024-01-25 00:00:00-05:00,194.26827279243787,195.31315691300077,192.1685587692801,193.223388671875,54822100,0.0,0.0,193.57499186197916,192.9148956298828,72.78918215610872,193.56836811805195,193.56836811805195,3.144598143720657,3.144598143720657,194.04601964849698,1.970350458588797,196.01637010708578,192.07566918990818,193.74085784114044,,
2024-01-26 00:00:00-05:00,193.32288994227028,193.81049135303678,191.00424744654802,191.48190307617188,44594000,0.0,0.0,193.57499186197916,193.08605346679687,56.75811407364857,192.09888062525224,192.09888062525224,2.80624390648876,2.80624390648876,192.8336243716521,2.9754210251047084,195.8090453967568,189.85820334654738,192.4073693997924,,
2024-01-29 00:00:00-05:00,191.07392183626405,191.2629979920715,188.65577567784422,190.7952880859375,47145600,0.0,0.0,193.57499186197916,192.65616149902343,51.20067497508959,190.2380205852844,190.2380205852844,2.607222314227272,2.607222314227272,192.8336243716521,2.9754210251047084,195.8090453967568,189.85820334654738,189.95938683495785,,
2024-01-30 00:00:00-05:00,190.00914701951908,190.86495502370778,186.55606247111587,187.12327575683594,55859400,0.0,0.0,193.57499186197916,191.23512573242186,30.945242818793833,188.18143108388654,188.18143108388654,4.308892552591914,4.308892552591914,189.20972583458547,3.458057433409593,192.66778326799505,185.7516684011759,188.71050874741184,,
2024-01-31 00:00:00-05:00,186.12815142243116,186.18787167030365,183.45127824224116,183.5010223388672,55467800,0.0,0.0,193.57499186197916,189.2249755859375,20.799192454548663,184.38005741713732,184.38005741713732,2.7365934280624913,2.7365934280624913,189.20972583458547,3.458057433409593,192.66778326799505,185.7516684011759,184.8195749562724,,
2024-02-01 00:00:00-05:00,183.09303209854838,186.03859323945602,182.9238626911125,185.94903564453125,64885400,0.0,0.0,186.84215545654297,187.77010498046874,37.9780256302555,184.9704971916999,184.9704971916999,3.114730548343516,3.114730548343516,184.67527730441861,2.9256619882030037,187.6009392926216,181.74961531621562,184.48122796528426,,
