Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Average_close,Moving_Average,Median,Signal_by_High_Low_6.0%,Signal_by_Close_6.0%
2024-10-21 00:00:00-04:00,218.89999389648438,220.47999572753906,215.72999572753906,218.85000610351562,47329000,0.0,0.0,236.0280029296875,220.26800231933595,218.10499572753906,,
2024-10-22 00:00:00-04:00,217.30999755859375,218.22000122070312,215.25999450683594,217.97000122070312,43268700,0.0,0.0,236.0280029296875,219.9480010986328,216.73999786376953,,
2024-10-23 00:00:00-04:00,217.1300048828125,218.72000122070312,212.11000061035156,213.64999389648438,80938900,0.0,0.0,236.0280029296875,218.41199951171876,215.41500091552734,,
2024-10-24 00:00:00-04:00,244.67999267578125,262.1199951171875,242.64999389648438,260.4800109863281,204491900,0.0,0.0,236.0280029296875,226.3300018310547,252.38499450683594,,
2024-10-25 00:00:00-04:00,256.010009765625,269.489990234375,255.32000732421875,269.19000244140625,161611900,0.0,0.0,236.0280029296875,236.0280029296875,262.4049987792969,,
2024-10-28 00:00:00-04:00,270.0,273.5400085449219,262.239990234375,262.510009765625,107653600,0.0,0.0,236.0280029296875,244.76000366210937,267.88999938964844,,
2024-10-29 00:00:00-04:00,264.510009765625,264.9800109863281,255.50999450683594,259.5199890136719,80521800,0.0,0.0,236.0280029296875,253.07000122070312,260.24500274658203,,
2024-10-30 00:00:00-04:00,258.0400085449219,263.3500061035156,255.82000732421875,257.54998779296875,53993600,0.0,0.0,236.0280029296875,261.85,259.5850067138672,,
2024-10-31 00:00:00-04:00,257.989990234375,259.75,249.25,249.85000610351562,66575300,0.0,0.0,247.22333272298178,259.7239990234375,254.5,,
2024-11-01 00:00:00-04:00,252.0399932861328,254.0,246.6300048828125,248.97999572753906,57544800,0.0,0.0,247.22333272298178,255.68199768066407,250.31500244140625,,
2024-11-04 00:00:00-05:00,244.55999755859375,248.89999389648438,238.8800048828125,242.83999633789062,68802400,0.0,0.0,247.22333272298178,251.74799499511718,243.88999938964844,,
2024-11-05 00:00:00-05:00,247.33999633789062,255.27999877929688,246.2100067138672,251.44000244140625,69282500,0.0,0.0,289.5250015258789,250.13199768066406,250.74500274658203,,
2024-11-06 00:00:00-05:00,284.6700134277344,289.5899963378906,275.6199951171875,288.5299987792969,165228700,0.0,0.0,289.5250015258789,256.3279998779297,282.60499572753906,,
2024-11-07 00:00:00-05:00,288.8900146484375,299.75,285.5199890136719,296.9100036621094,117309200,0.0,0.0,289.5250015258789,265.73999938964846,292.63499450683594,,
2024-11-08 00:00:00-05:00,299.1400146484375,328.7099914550781,297.6600036621094,321.2200012207031,204782800,0.0,0.0,289.5250015258789,280.18800048828126,313.18499755859375,,
2024-11-11 00:00:00-05:00,346.29998779296875,358.6400146484375,336.0,350.0,210521600,0.0,0.0,289.5250015258789,301.6200012207031,347.32000732421875,,
2024-11-12 00:00:00-05:00,342.739990234375,345.8399963378906,323.30999755859375,328.489990234375,155726000,0.0,0.0,289.5250015258789,317.0299987792969,334.5749969482422,,
2024-11-13 00:00:00-05:00,335.8500061035156,344.6000061035156,322.5,330.239990234375,125405600,0.0,0.0,289.5250015258789,325.3719970703125,333.5500030517578,,
2024-11-14 00:00:00-05:00,327.69000244140625,329.9800109863281,310.3699951171875,311.17999267578125,120726100,0.0,0.0,289.5250015258789,328.2259948730469,320.1750030517578,,
2024-11-15 00:00:00-05:00,310.57000732421875,324.67999267578125,309.2200012207031,320.7200012207031,114440300,0.0,0.0,335.15333048502606,328.12599487304686,316.9499969482422,,
2024-11-18 00:00:00-05:00,340.7300109863281,348.54998779296875,330.010009765625,338.739990234375,126547500,0.0,0.0,335.15333048502606,325.8739929199219,339.2799987792969,,
2024-11-19 00:00:00-05:00,335.760009765625,347.3800048828125,332.75,346.0,88852500,0.0,0.0,335.15333048502606,329.37599487304686,340.06500244140625,,
2024-11-20 00:00:00-05:00,345.0,346.6000061035156,334.29998779296875,342.0299987792969,66340700,0.0,0.0,344.7433369954427,331.73399658203124,340.4499969482422,,
2024-11-21 00:00:00-05:00,343.80999755859375,347.989990234375,335.2799987792969,339.6400146484375,58011700,0.0,0.0,344.7433369954427,337.4260009765625,341.63499450683594,,
2024-11-22 00:00:00-05:00,341.0899963378906,361.5299987792969,337.70001220703125,352.55999755859375,89140700,0.0,0.0,344.7433369954427,343.79400024414065,349.61500549316406,,
2024-11-25 00:00:00-05:00,360.1400146484375,361.92999267578125,338.20001220703125,338.5899963378906,95890900,0.0,0.0,338.7175064086914,343.7640014648438,350.06500244140625,,
2024-11-26 00:00:00-05:00,341.0,346.9599914550781,335.6600036621094,338.2300109863281,62295900,0.0,0.0,338.7175064086914,342.2100036621094,341.30999755859375,,
2024-11-27 00:00:00-05:00,341.79998779296875,342.54998779296875,326.5899963378906,332.8900146484375,57896400,0.0,0.0,338.7175064086914,340.3820068359375,334.5699920654297,,
2024-11-29 00:00:00-05:00,336.0799865722656,345.45001220703125,334.6499938964844,345.1600036621094,37167600,0.0,0.0,338.7175064086914,341.4860046386719,340.0500030517578,,
2024-12-02 00:00:00-05:00,352.3800048828125,360.0,351.1499938964844,357.0899963378906,77986500,0.0,0.0,338.7175064086914,342.3920043945312,355.5749969482422,,
2024-12-03 00:00:00-05:00,351.79998779296875,355.69000244140625,348.20001220703125,351.4200134277344,58267200,0.0,0.0,338.7175064086914,344.9580078125,351.94500732421875,,
2024-12-04 00:00:00-05:00,353.0,358.1000061035156,348.6000061035156,357.92999267578125,50810900,0.0,0.0,338.7175064086914,348.89800415039065,353.3500061035156,,
2024-12-05 00:00:00-05:00,359.8699951171875,375.42999267578125,359.5,369.489990234375,81403600,0.0,0.0,382.8333333333333,356.21799926757814,367.4649963378906,,
2024-12-06 00:00:00-05:00,377.4200134277344,389.489990234375,370.79998779296875,389.2200012207031,81455800,0.0,0.0,382.8333333333333,365.0299987792969,380.1449890136719,,
2024-12-09 00:00:00-05:00,397.6099853515625,404.79998779296875,378.010009765625,389.7900085449219,96359200,0.0,0.0,382.8333333333333,371.57000122070315,391.4049987792969,,
2024-12-10 00:00:00-05:00,392.67999267578125,409.7300109863281,390.8500061035156,400.989990234375,97336300,0.0,0.0,408.6965026855469,381.48399658203124,400.2900085449219,,
2024-12-11 00:00:00-05:00,409.79998779296875,417.8500061035156,402.3800048828125,416.40301513671875,63787204,0.0,0.0,408.6965026855469,393.17860107421876,410.11500549316406,,
