Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-29 00:00:00-04:00,167.5379836387061,170.18495914581706,166.89871690047832,169.48574829101562,42169000,0.0,0.0
2024-10-30 00:00:00-04:00,180.47314972890098,181.8116272766613,173.86073320012326,174.26028442382812,68890800,0.0,0.0
2024-10-31 00:00:00-04:00,172.93181542068857,176.61759375547854,170.80424884729752,170.91412353515625,44769000,0.0,0.0
2024-11-01 00:00:00-04:00,169.87531325104803,172.1227374784499,168.68667310994414,171.09390258789062,31796500,0.0,0.0
2024-11-04 00:00:00-05:00,169.7354619545759,170.53454918701203,167.81766174152193,169.0462646484375,21492700,0.0,0.0
2024-11-05 00:00:00-05:00,169.2360421349021,170.33478903527796,168.64672117984685,169.5457000732422,18242100,0.0,0.0
2024-11-06 00:00:00-05:00,173.60104838470335,176.73745331219902,173.30138875645662,176.3079376220703,33695500,0.0,0.0
2024-11-07 00:00:00-05:00,177.20691786224168,180.87271488977294,176.9871684826014,180.5430908203125,25352900,0.0,0.0
2024-11-08 00:00:00-05:00,180.44319843386418,180.69291225137096,177.87614831538193,178.14584350585938,22006200,0.0,0.0
2024-11-11 00:00:00-05:00,178.37557658568522,180.3433226939525,178.26570189593804,180.1435546875,17450400,0.0,0.0
2024-11-12 00:00:00-05:00,179.61415166757834,182.28109325658866,179.18463600062077,181.41207885742188,25134900,0.0,0.0
2024-11-13 00:00:00-05:00,180.25342505699032,180.75285268181247,178.3356095653103,178.67523193359375,23184000,0.0,0.0
2024-11-14 00:00:00-05:00,178.0759037938209,178.6152941368307,174.12044573791286,175.37899780273438,31007500,0.0,0.0
2024-11-15 00:00:00-05:00,173.5311122159291,173.9406465119526,171.02399111342126,172.29254150390625,32504600,0.0,0.0
2024-11-18 00:00:00-05:00,173.2214668063966,175.23915857623498,172.70205783527248,175.0993194580078,20206600,0.0,0.0
2024-11-19 00:00:00-05:00,173.52113492372038,178.66523335503967,173.3613144261031,177.9160919189453,23434900,0.0,0.0
2024-11-20 00:00:00-05:00,177.13697761802752,177.47658472831748,173.58105554247194,175.77853393554688,18997100,0.0,0.0
2024-11-21 00:00:00-05:00,173.70092179220046,173.93066947333787,163.51260129552495,167.4381103515625,59734400,0.0,0.0
2024-11-22 00:00:00-05:00,165.66014438880168,166.26944668285782,163.7123645160949,164.57138061523438,38604600,0.0,0.0
2024-11-25 00:00:00-05:00,165.8998571680873,168.43695792128977,165.4204109377555,167.45806884765625,33135300,0.0,0.0
2024-11-26 00:00:00-05:00,167.43810706347386,169.62560245554164,167.38816125371517,168.9263916015625,20486700,0.0,0.0
2024-11-27 00:00:00-05:00,168.80653770105775,169.28598395476882,167.8276638210122,169.03627014160156,19266500,0.0,0.0
2024-11-29 00:00:00-05:00,168.30710998168675,169.236038050321,166.96864760176737,168.756591796875,14257200,0.0,0.0
2024-12-02 00:00:00-05:00,168.5767985152317,171.88300683066288,168.37703052095557,171.29368591308594,23789100,0.0,0.0
2024-12-03 00:00:00-05:00,171.29368202779142,172.4823069012363,170.65441531581507,171.1438446044922,22248700,0.0,0.0
2024-12-04 00:00:00-05:00,170.95406461457648,174.70976999200622,170.86417130279446,174.17037963867188,31615100,0.0,0.0
2024-12-05 00:00:00-05:00,175.15925501840792,175.858450636237,172.13272486876673,172.44236755371094,21356200,0.0,0.0
2024-12-06 00:00:00-05:00,171.83306973436635,174.8795813358406,171.6632661685559,174.510009765625,21462400,0.0,0.0
2024-12-09 00:00:00-05:00,173.9600067138672,176.25999450683594,173.64999389648438,175.3699951171875,25389600,0.2,0.0
2024-12-10 00:00:00-05:00,182.85000610351562,186.36000061035156,181.0500030517578,185.1699981689453,54813000,0.0,0.0
2024-12-11 00:00:00-05:00,185.30999755859375,195.61000061035156,184.85000610351562,195.39999389648438,67894100,0.0,0.0
2024-12-12 00:00:00-05:00,195.0,195.17999267578125,191.7100067138672,191.9600067138672,34817500,0.0,0.0
2024-12-13 00:00:00-05:00,191.00999450683594,192.72999572753906,189.63999938964844,189.82000732421875,25143500,0.0,0.0
2024-12-16 00:00:00-05:00,192.8699951171875,199.0,192.6199951171875,196.66000366210938,44934900,0.0,0.0
2024-12-17 00:00:00-05:00,197.25,201.4199981689453,194.97999572753906,195.4199981689453,43504000,0.0,0.0
2024-12-18 00:00:00-05:00,195.22000122070312,197.0,187.74000549316406,188.39999389648438,34166100,0.0,0.0
2024-12-19 00:00:00-05:00,191.6300048828125,193.02999877929688,188.3800048828125,188.50999450683594,32265200,0.0,0.0
2024-12-20 00:00:00-05:00,185.77999877929688,192.88999938964844,185.22000122070312,191.41000366210938,63462900,0.0,0.0
2024-12-23 00:00:00-05:00,192.6199951171875,195.10000610351562,190.14999389648438,194.6300048828125,25675000,0.0,0.0
2024-12-24 00:00:00-05:00,194.83999633789062,196.11000061035156,193.77999877929688,196.11000061035156,10403300,0.0,0.0
2024-12-26 00:00:00-05:00,195.14999389648438,196.75,194.3800048828125,195.60000610351562,12046600,0.0,0.0
2024-12-27 00:00:00-05:00,194.9499969482422,195.32000732421875,190.64999389648438,192.75999450683594,18891400,0.0,0.0
2024-12-30 00:00:00-05:00,189.8000030517578,192.5500030517578,189.1199951171875,191.24000549316406,14264700,0.0,0.0
2024-12-31 00:00:00-05:00,191.0800018310547,191.9600067138672,188.50999450683594,189.3000030517578,17466900,0.0,0.0
2025-01-02 00:00:00-05:00,190.64999389648438,192.0,187.5,189.42999267578125,20370800,0.0,0.0
2025-01-03 00:00:00-05:00,191.3699951171875,193.2100067138672,189.97999572753906,191.7899932861328,18596200,0.0,0.0
2025-01-06 00:00:00-05:00,193.97999572753906,198.22000122070312,193.85000610351562,196.8699951171875,29563600,0.0,0.0
2025-01-07 00:00:00-05:00,197.11000061035156,201.0,194.60000610351562,195.49000549316406,26487200,0.0,0.0
2025-01-08 00:00:00-05:00,192.57000732421875,196.2899932861328,192.3800048828125,193.9499969482422,24864800,0.0,0.0
2025-01-10 00:00:00-05:00,194.3000030517578,196.52000427246094,190.30999755859375,192.0399932861328,26665200,0.0,0.0
2025-01-13 00:00:00-05:00,190.07000732421875,191.17999267578125,187.36000061035156,191.00999450683594,21823700,0.0,0.0
2025-01-14 00:00:00-05:00,191.24000549316406,191.97999572753906,188.30999755859375,189.66000366210938,17174900,0.0,0.0
2025-01-15 00:00:00-05:00,193.08999633789062,196.36000061035156,191.86000061035156,195.5500030517578,21776000,0.0,0.0
2025-01-16 00:00:00-05:00,194.13999938964844,195.47999572753906,192.80999755859375,192.91000366210938,17815400,0.0,0.0
2025-01-17 00:00:00-05:00,196.52999877929688,197.22999572753906,193.75,196.0,27735100,0.0,0.0
2025-01-21 00:00:00-05:00,199.07000732421875,202.2899932861328,197.8699951171875,198.0500030517578,29971300,0.0,0.0
2025-01-22 00:00:00-05:00,199.05999755859375,200.47999572753906,197.52999877929688,198.3699951171875,26171600,0.0,0.0
